,Clusters,0,1,2,3,4,5,6,7
0,0,741.1197257311707,301.4615731642405,69.21961208819428,2.0,16.760271515462595,1.0340909090909092,496.25068221062054,0.0
1,1,45.43661426293009,37415.90218646011,284.17236651062154,2.0,150.28587326374807,8.808333333333334,139.60509796071034,0.0
2,2,55.416666666666664,384.02159684118317,1441.597411178464,0.0,12.724463357029546,1.5,66.71823254196573,0.0
3,3,1.0,70.9068783068781,0.0,2329.332141438271,0.0,0.00819672131147541,0.0,0.0
4,4,17.0,396.29171703377114,7.0,0.5,3297.5994375212413,0.0,77.78544384808748,0.0
5,5,2.0,647.0309523684798,3.0,1.0,0.0,1193.2699633699733,3.3332211376639016,0.0
6,6,362.2832764461697,441.45592204308906,110.5127426202502,7.0,21.981594406165733,4.0,5302.800906547226,0.0
7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.499987304852344
