depth;tree;no_feats;N_Leaves;Macro_f1_FL;Weighted_f1_FL;Micro_f1_FL;feats;pkt_macro_f1;pkt_weighted_f1;flw_macro_f1;flw_weighted_f1;F1_macro;F1_weighted;num_samples;Macro_F1_PL;Weighted_F1_PL
5;1;1;500;0.043154354854917636;0.05946151387916266;0.16222529630037955;['tcp.hdr_len'];0.07586618122270332;0.056865491942543755;0.030715033073779142;0.0442047675033243;0.0685339905629284;0.05530108883230917;1488248;0.017522939457498398;0.007507822669479074
5;1;2;500;0.05398014059292897;0.11573736125325074;0.18958509712934457;['tcp.hdr_len', 'srcport'];0.06342986546374517;0.10432934254426512;0.042576249795330444;0.13516931732182924;0.06225474257495033;0.1145453245386466;1488248;0.03842393351807926;0.12336573403660542
5;1;3;500;0.1335976994570088;0.30190036685869687;0.3238296775122812;['tcp.hdr_len', 'srcport', 'tcp.window_size_value'];0.12851466032270847;0.26705256633660784;0.14834675012816056;0.419471784820125;0.13842603904889902;0.31324729525548695;1488248;0.08468166033253233;0.21737980848559008
5;1;4;500;0.09937008141998528;0.21155157689463097;0.284016718558287;['tcp.hdr_len', 'srcport', 'tcp.window_size_value', 'tcp.flags.rst'];0.09143915894735559;0.17857165362497604;0.09070618162326531;0.2678742626132244;0.09771688735568246;0.2103909699406223;1488248;0.03208529689087682;0.020938729855371273
5;1;5;500;0.11008129691439696;0.22045634201372513;0.2632503033577426;['tcp.hdr_len', 'srcport', 'tcp.window_size_value', 'tcp.flags.rst', 'Packet Length Total'];0.021149003195776492;0.02194784645121045;0.16029617380900038;0.3750189723245173;0.08161650653413484;0.15321466261855948;1488248;0.06929992154439694;0.1138102344638747
5;1;6;500;0.09199579836660475;0.13200998114513335;0.22190557776248948;['tcp.hdr_len', 'srcport', 'tcp.window_size_value', 'tcp.flags.rst', 'Packet Length Total', 'udp.length'];0.08753056784339952;0.09358821036554653;0.08488508102537266;0.19945488767476152;0.08983318121517762;0.11686582854706254;1488248;0.044336121323600104;0.07979668084416534
5;1;7;500;0.11081890721241998;0.2027973971471056;0.2694029732823661;['tcp.hdr_len', 'srcport', 'tcp.window_size_value', 'tcp.flags.rst', 'Packet Length Total', 'udp.length', 'ip.len'];0.11785494623570407;0.2296919878759068;0.10262885699663976;0.2462392718191814;0.11650947008887198;0.22942903522898947;1488248;0.058272254221827746;0.13062072715857648
5;1;8;500;0.14923501915320694;0.2265123149574768;0.28195554611847;['tcp.hdr_len', 'srcport', 'tcp.window_size_value', 'tcp.flags.rst', 'Packet Length Total', 'udp.length', 'ip.len', 'ip.ttl'];0.12749337051059184;0.1691368865547931;0.1286079439365216;0.3185059995835383;0.13536476490883712;0.20745702845264175;1488248;0.09001509187848646;0.192240341715533
5;1;9;500;0.1284484830948877;0.21937309143594358;0.2776277316521016;['tcp.hdr_len', 'srcport', 'tcp.window_size_value', 'tcp.flags.rst', 'Packet Length Total', 'udp.length', 'ip.len', 'ip.ttl', 'ip.proto'];0.10203587194148056;0.14561549934651263;0.11130688783362834;0.30053009462495206;0.11985006410842079;0.1889445544461701;1488248;0.05034175395434674;0.1031700360350944
5;1;10;500;0.18283449461074133;0.29036256281892747;0.3299174022137306;['tcp.hdr_len', 'srcport', 'tcp.window_size_value', 'tcp.flags.rst', 'Packet Length Total', 'udp.length', 'ip.len', 'ip.ttl', 'ip.proto', 'Max Packet Length'];0.15037599220846895;0.2443440566361798;0.15191144084878144;0.3848545698351429;0.16399539077587783;0.2810670758199446;1488248;0.09800574816818618;0.23986636189784913
