depth;tree;no_feats;N_Leaves;Macro_f1_FL;Weighted_f1_FL;Micro_f1_FL;feats;pkt_macro_f1;pkt_weighted_f1;flw_macro_f1;flw_weighted_f1;F1_macro;F1_weighted;num_samples;Macro_F1_PL;Weighted_F1_PL
5;1;1;500;0.06716880673604118;0.06093287667829082;0.16283455711247635;['tcp.hdr_len'];0.0725783662450221;0.06145358932440572;0.06712062475675981;0.037081092009467805;0.07586618122270332;0.05686549194254376;1488248;0.03144863226247196;0.00867801521176112
5;1;2;500;0.07533612446753347;0.11534548206781553;0.18921614881972712;['tcp.hdr_len', 'srcport'];0.06829191602268918;0.0834111660152871;0.07454731112793839;0.11636191114210696;0.07666885514770949;0.10512378975185117;1488248;0.05072797715520069;0.12358954635353375
5;1;3;500;0.1093273664468644;0.2109702920126703;0.2660729858974445;['tcp.hdr_len', 'srcport', 'dstport'];0.1027405343208642;0.15542772339275257;0.09927649895596076;0.2410933518559937;0.10774637491806065;0.19786548981109578;1488248;0.11454298542160535;0.2542191756857447
5;1;4;500;0.10270120819172901;0.1855477165134805;0.23711154546796367;['tcp.hdr_len', 'srcport', 'dstport', 'tcp.flags.rst'];0.08803796975642707;0.11181024511254857;0.09045094214131988;0.20857018645439404;0.10086040956106972;0.16158456471179722;1488248;0.06594480680217846;0.17621677069005856
5;1;5;500;0.1881319540134354;0.30609236298540027;0.34236381800686827;['tcp.hdr_len', 'srcport', 'dstport', 'tcp.flags.rst', 'ip.ttl'];0.19971675280768622;0.3114352959762567;0.12820509932663196;0.3088585065138226;0.1867911913325493;0.3097170638153975;1488248;0.09639008672478107;0.2473111364726045
5;1;6;500;0.10707341461471785;0.11659574603381544;0.21713159953841932;['tcp.hdr_len', 'srcport', 'dstport', 'tcp.flags.rst', 'ip.ttl', 'Flow IAT Max'];0.10186175634043798;0.10823684795178032;0.1013062186358956;0.10046035528744375;0.108520803516716;0.10718519106964096;1488248;0.03307642998458369;0.016357513266636422
5;1;7;500;0.1181967803010876;0.29003815692686064;0.3213346091752573;['tcp.hdr_len', 'srcport', 'dstport', 'tcp.flags.rst', 'ip.ttl', 'Flow IAT Max', 'tcp.window_size_value'];0.10161275777894134;0.16661172129478347;0.13341074294239622;0.37704894173536335;0.11637631895149673;0.2750144827390033;1488248;0.07818830025118877;0.2029809033365459
5;1;8;500;0.13048438535491766;0.22261344117031828;0.27811356399836046;['tcp.hdr_len', 'srcport', 'dstport', 'tcp.flags.rst', 'ip.ttl', 'Flow IAT Max', 'tcp.window_size_value', 'ip.len'];0.12696514511071105;0.20619258453833342;0.09900975782736987;0.23448547895185812;0.12843327706708216;0.22593651467836354;1488248;0.08064748473346757;0.19254523566005144
5;1;9;500;0.11514115017302391;0.24211107669437848;0.3212248370314056;['tcp.hdr_len', 'srcport', 'dstport', 'tcp.flags.rst', 'ip.ttl', 'Flow IAT Max', 'tcp.window_size_value', 'ip.len', 'Flow IAT Min'];0.03640082770886874;0.05527052594402447;0.12136321369545489;0.31585761007706364;0.09450757579555673;0.21249817818412323;1488248;0.07449499172350386;0.08759579278478986
5;1;10;500;0.15997814544531522;0.2679240642705606;0.3298466822346026;['tcp.hdr_len', 'srcport', 'dstport', 'tcp.flags.rst', 'ip.ttl', 'Flow IAT Max', 'tcp.window_size_value', 'ip.len', 'Flow IAT Min', 'udp.length'];0.11704885689610241;0.2288963696583895;0.1547099107078379;0.2880057653520059;0.15486562298992665;0.26552399303752977;1488248;0.10201933625319849;0.2792214666435252
5;1;11;500;0.14613978654283552;0.3107053035487925;0.3490056535336953;['tcp.hdr_len', 'srcport', 'dstport', 'tcp.flags.rst', 'ip.ttl', 'Flow IAT Max', 'tcp.window_size_value', 'ip.len', 'Flow IAT Min', 'udp.length', 'SYN Flag Count'];0.09499870699641344;0.12642944457470387;0.13247595437054208;0.38805172714990305;0.1290517640460334;0.25829239108052743;1488248;0.09078304049406903;0.2574990382853431
5;1;12;500;0.1728806224771364;0.3618714896289508;0.3836106116212925;['tcp.hdr_len', 'srcport', 'dstport', 'tcp.flags.rst', 'ip.ttl', 'Flow IAT Max', 'tcp.window_size_value', 'ip.len', 'Flow IAT Min', 'udp.length', 'SYN Flag Count', 'Packet Length Mean'];0.06588483398387367;0.07831492251818042;0.1893679329373573;0.48902187842279515;0.1500401525965608;0.28970835720539756;1488248;0.12132040993256983;0.29168313130849766
5;1;13;500;0.10764861410251712;0.2775254309326318;0.3367884455623015;['tcp.hdr_len', 'srcport', 'dstport', 'tcp.flags.rst', 'ip.ttl', 'Flow IAT Max', 'tcp.window_size_value', 'ip.len', 'Flow IAT Min', 'udp.length', 'SYN Flag Count', 'Packet Length Mean', 'Flow IAT Mean'];0.069283475173494;0.0924431547448294;0.12788754405079586;0.378760322451345;0.10472202965779469;0.23830975813592334;1488248;0.0952747577987124;0.28524588676316476
5;1;14;500;0.12525389971412482;0.20901461819801465;0.2802432480009232;['tcp.hdr_len', 'srcport', 'dstport', 'tcp.flags.rst', 'ip.ttl', 'Flow IAT Max', 'tcp.window_size_value', 'ip.len', 'Flow IAT Min', 'udp.length', 'SYN Flag Count', 'Packet Length Mean', 'Flow IAT Mean', 'tcp.flags.syn'];0.0739461674961233;0.09317647428012052;0.11841087366420484;0.2522310443867801;0.11005635241846963;0.1782738470414402;1488248;0.09682235913413649;0.2510640396282924
5;1;15;500;0.09835168480774958;0.2242529066393304;0.30234379349558416;['tcp.hdr_len', 'srcport', 'dstport', 'tcp.flags.rst', 'ip.ttl', 'Flow IAT Max', 'tcp.window_size_value', 'ip.len', 'Flow IAT Min', 'udp.length', 'SYN Flag Count', 'Packet Length Mean', 'Flow IAT Mean', 'tcp.flags.syn', 'Flow Duration'];0.09250847669434377;0.21734088101990398;0.10381181461969517;0.2674991881217713;0.1097595352401015;0.26791083856574743;1488248;0.05127731346151836;0.04364919409940259
5;1;16;500;0.15147795410292011;0.25171183748705356;0.29469371829831614;['tcp.hdr_len', 'srcport', 'dstport', 'tcp.flags.rst', 'ip.ttl', 'Flow IAT Max', 'tcp.window_size_value', 'ip.len', 'Flow IAT Min', 'udp.length', 'SYN Flag Count', 'Packet Length Mean', 'Flow IAT Mean', 'tcp.flags.syn', 'Flow Duration', 'Packet Length Total'];0.05347489011402528;0.09930835866160029;0.16106412278137047;0.31388775153865883;0.11838636202801141;0.20444915693889795;1488248;0.1516942392929095;0.2525370476987987
